road_address,building_name,unit_est
경기도 성남시 수정구 수정로207번길 6 (태평동),없음,
경기도 성남시 중원구 시민로 107-4 (성남동),그레이스힐,18.0
경기도 수원시 권선구 정조로384번길 15 (세류동),더 헤르만,7.0
"경기도 수원시 권선구 호매실로 21-51, 에코스테이 주건축물제1동 12층 (고색동)",에코스테이,12.0
"경기도 수원시 장안구 연무로56번길 44, 1,2,3,4,5층 (연무동, 동문빌딩)",동문빌딩,
"경기도 수원시 장안구 파장로 71-18 (정자동,(1~8층))",아이비모텔,
"경기도 수원시 장안구 팔달로271번길 8, 4층 (영화동)",옥상파티,
"경기도 수원시 팔달구 갓매산로 67, 2~3층 (매산로2가)",명성여관,7.0
경기도 수원시 팔달구 갓매산로52번길 16 (매산로2가),영파크,22.0
"경기도 수원시 팔달구 갓매산로56번길 6, 2~6층 (매산로2가)",자볼레모텔,21.0
경기도 수원시 팔달구 갓매산로71번길 21-7 (매산로2가),더하임,28.0
"경기도 수원시 팔달구 경수대로565번길 17, 갤럭시 2층 (인계동)",실버넷,5.0
"경기도 수원시 팔달구 매산로 159-13, 2~8층 (구천동)",보원리버파크,28.0
"경기도 수원시 팔달구 매산로126번길 28, 삼성홈타운 (매교동)",삼성홈타운,21.0
경기도 수원시 팔달구 매산로126번길 37 (매교동),코너스톤,21.0
"경기도 수원시 팔달구 매산로126번길 46-7, 2~10층 (매교동)",케이타워,18.0
"경기도 수원시 팔달구 수원천로 188, 2~6층 (매교동)",엠팔라시오2,20.0
"경기도 수원시 팔달구 신풍로 34-1, 플레이스베카 5층 (신풍동)",레스트팜,3.0
"경기도 수원시 팔달구 정조로 746, 3층 (중동)",더플로우하우스 수원행궁점,1.0
"경기도 수원시 팔달구 정조로715번길 19, 수현빌 2~8층 (매교동)",수현빌,21.0
"경기도 수원시 팔달구 정조로742번길 18, 2~9층,옥상층 (구천동)",행궁돌비스테이(Haenggung Dolby Stay),16.0
경기도 수원시 팔달구 정조로742번길 9 (구천동),동성메트로,26.0
"경기도 수원시 팔달구 정조로860번길 2-13, 2,3층 (북수동)",호연주택,8.0
"경기도 수원시 팔달구 정조로905번길 17, 1,2층 (장안동)",더 여관(THE YOGWAN),9.0
경기도 수원시 팔달구 중부대로 94-12 (인계동),센트빌,29.0
경기도 수원시 팔달구 중부대로10번길 19 (구천동),동성프라임,29.0
경기도 수원시 팔달구 중부대로12번길 9 (구천동),어썸,21.0
"경기도 수원시 팔달구 향교로1번길 22-15, 2층 (매산로1가)",신세계,10.0
경기도 수원시 팔달구 효원로 53-18 (매산로3가),내안의숲,19.0
"경기도 양주시 고읍남로 20-15, 스카이캐슬 2층 (광사동)",스카이캐슬레지던스호텔,18.0
"경기도 양주시 백석읍 기산로 414-11, 2층",마장호수펜션,5.0
"경기도 양주시 장흥면 권율로 351, 제1동 1,2층, 제2동 1,2층, 제3동 1,2,3층",반딧불,3.0
"경기도 양주시 장흥면 권율로309번길 156, A동 1,2층 / B동 1층",양주티스테이,2.0
경기도 양주시 장흥면 권율로309번길 33,펜션 아트시티 투,12.0
"경기도 양주시 장흥면 권율로309번길 434-9, 1층, 2층",스톤마운틴,4.0
경기도 양주시 장흥면 권율로309번길 438,장흥힐링펜션,7.0
경기도 양주시 장흥면 권율로309번길 67-13 (주1동),여울목펜션,8.0
경기도 양주시 장흥면 권율로309번길 67-22,주식회사 원영 그레이캐슬,14.0
"경기도 양주시 장흥면 권율로309번길 99, A동 1층, B동 1,2,3층",레마르크,8.0
"경기도 여주시 강천면 걸촌동길 40, 16동",(주)자연촌 여주참숯마을,16.0
"경기도 여주시 명품1로 76, 1,2층 (연라동)",해슬리생츄어리,4.0
"경기도 여주시 북내면 운촌길 211-14, 1동",가든하임,11.0
경기도 여주시 산북면 광여로 1432-14,하나펜션,9.0
경기도 여주시 산북면 주어로 126-1,느티나무펜션,7.0
"경기도 여주시 신륵사길 17, 여주여행자센터 2~3층 (천송동)",여주여행자센터,14.0
경기도 여주시 점곡길 54 (멱곡동),여주 마조렐글램핑리조트,20.0
경기도 여주시 점동면 오갑산길 148-124,예터,4.0
"경기도 의정부시 시민로122번길 36, 나이스빌 (의정부동)",나이스빌,
"경기도 의정부시 시민로122번길 41, 스카이블루 (의정부동)",스카이블루,
"경기도 의정부시 시민로122번길 41-44, 파라곤타워 (의정부동)",명수타운,
"경기도 의정부시 시민로122번길 9-6, 우일하우스 (의정부동)",우일하우스,
"경기도 의정부시 시민로132번길 11-13, 에스턴 (의정부동)",에스턴,
"경기도 의정부시 시민로132번길 11-5, 현대하우스 (의정부동)",현대하우스,
"경기도 의정부시 시민로132번길 11-8, 동방타워 (의정부동)",동방타워,
"경기도 의정부시 시민로132번길 16, 소나무하우스 (의정부동)",소나무하우스,
경기도 의정부시 시민로132번길 32 (의정부동),드림빌 17차,
"경기도 의정부시 시민로132번길 34, 휴스테이 (의정부동)",휴스테이,
"경기도 의정부시 시민로143번길 21-4, 자연빌 (의정부동)",자연빌,
"경기도 의정부시 시민로146번길 24, 센트빌 (의정부동)",센트빌,
"경기도 의정부시 시민로146번길 28, 드림빌15차 (의정부동)",드림빌 15차,
"경기도 의정부시 시민로146번길 29, 현대레디앙 (의정부동)",현대레디앙,
"경기도 의정부시 시민로157번길 55, 느티나무 (의정부동)",느티나무,
"경기도 의정부시 시민로157번길 56, 스테이어반 (의정부동)",스테이어반,
"경기도 의정부시 신흥로231번길 17 (의정부동, 스테이 유)",스테이유,
"경기도 의정부시 신흥로232번길 11, 레몬트리지움 (의정부동)",레몬트리지움,
"경기도 의정부시 신흥로258번길 35, 피아플러스 (의정부동)",피아플러스,
"경기도 의정부시 신흥로274번길 29, 드림빌 14차 (의정부동)",드림빌 14차,
"경기도 의정부시 신흥로274번길 31, 휴스테이 (의정부동)",휴스테이,
"경기도 의정부시 태평로 109, 동원빌딩 (의정부동)",동원빌딩,
"경기도 의정부시 태평로100번길 6, 대봉하우스 (의정부동)",대봉하우스,
경기도 의정부시 태평로108번길 16 (의정부동),제이제이 하우스,
경기도 의정부시 태평로118번길 25 (의정부동),썬빌,
"경기도 의정부시 태평로45번길 17, 일진쉐르빌 1~5층 (의정부동)",일진쉐르빌,
"경기도 의정부시 태평로46번길 6, 지상1~5층 (의정부동)",한우리,
"경기도 의정부시 평화로 479-6, 아침동산 (의정부동)",아침동산,
"경기도 의정부시 평화로 510, 센트럴파크빌 (의정부동)",센트럴 파크빌,
"경기도 의정부시 평화로483번길 14, 이안빌 (의정부동)",이안빌,
"경기도 의정부시 평화로483번길 22, 에이스빌 (의정부동)",에이스빌,
"경기도 의정부시 평화로483번길 23, 월드타워 (의정부동)",월드타워,
경기도 의정부시 평화로483번길 30-6 (의정부동),화이트 빌,
경기도 의정부시 평화로483번길 40 (의정부동),엠유하우스,
경기도 의정부시 평화로483번길 50 (의정부동),한길,
"경기도 의정부시 평화로483번길 8, 가온 (의정부동)",가온,
"경기도 의정부시 평화로484번길 5, 스카이빌 (의정부동)",스카이빌,
경기도 의정부시 평화로494번길 24 (의정부동),싱글하우스,
"경기도 의정부시 평화로504번길 21-3, 웰스테이 (의정부동)",웰스테이,
경기도 의정부시 평화로504번길 28 (의정부동),굿모닝 힐하우스,
"경기도 의정부시 평화로542번길 7-14, 가람빌딩 (의정부동)",가람빌딩,
"경기도 의정부시 평화로542번길 7-9, 3,4층 (의정부동)",생활형숙박,
"경기도 의정부시 평화로551번길 14, 에이원타운(A동) (의정부동)",에이원타운A동,
경기도 의정부시 평화로561번길 5 (의정부동),스테이포유(Stay4U),
"경기도 의정부시 평화로562번길 47-11, 그린파크 (의정부동)",그린파크,
"경기도 의정부시 호국로1276번길 10, 현대타워C동 (의정부동)",현대타워C동,
경기도 의정부시 호국로1276번길 19 (의정부동),위너스 원,
경기도 의정부시 호국로1298번길 15 (의정부동),청비빌딩,
"경기도 의정부시 호국로1298번길 35, 현대레디앙 (의정부동)",현대레디앙,
"경기도 의정부시 호국로1298번길 39-7, 대우힐스 (의정부동)",대우힐스,
"경기도 의정부시 호국로1310번길 14, 4,5(일부)층 401-405,501,502호 (의정부동)",주식회사 맵시글로벌,
"경기도 의정부시 호국로1336번길 19, 1,2,3층 (의정부동)",삼성맨션,
"경기도 의정부시 호국로1336번길 20, 리즈빌 (의정부동)",리즈빌,
경기도 의정부시 호국로1336번길 39 (의정부동),우리.다,
"경기도 의정부시 호국로1336번길 39-9, 2~7층 (의정부동)",따뜻한 공간,
경기도 의정부시 호국로1336번길 52 (의정부동),제이원하우스,
"경기도 의정부시 호국로1336번길 57-5, 뉴스타 2~8층 (의정부동)",뉴스타,
경기도 의정부시 호국로1336번길 9-18 (의정부동),다정,
"경기도 의정부시 호국로1346번길 66, 이원주택 (의정부동)",이원주택,
경기도 의정부시 호국로1346번길 74 (의정부동),행복주택,
"경기도 의정부시 흥선로154번길 8, 한도빌 (의정부동)",한도빌,
"경기도 의정부시 흥선로164번길 23, 아이앤유 1-9층 (의정부동)",아이앤유,
"경기도 의정부시 흥선로164번길 27, 수아하우스 (의정부동)",수아하우스,
"경기도 의정부시 흥선로168번길 49, 샤인빌 (의정부동)",샤인빌,
경기도 의정부시 흥선로171번길 16 (의정부동),부영하우스 A,
경기도 의정부시 흥선로171번길 18 (의정부동),영하우스,
"경기도 의정부시 흥선로177번길 13, 에이원타운B동 (의정부동)",에이원타운B동,
경기도 의정부시 흥선로177번길 19 (의정부동),정림,
경기도 의정부시 흥선로177번길 25 (의정부동),팔레스텔,
경기도 의정부시 흥선로177번길 26 (의정부동),일룸,
경기도 의정부시 흥선로177번길 27 (의정부동),그레이스텔,
경기도 평택시 밀월로 42 (신장동),-,6.0
경기도 평택시 송탄1로 12 (신장동),-,25.0
경기도 평택시 송탄2로 66 (지산동),-,25.0
경기도 평택시 송탄2로 68 (지산동),SERENE SUITESⅠ,17.0
경기도 평택시 송탄2로 68-5 (지산동),SERENE SUITESⅡ,27.0
경기도 평택시 송탄2로 70 (지산동),-,16.0
경기도 평택시 송탄2로 72 (지산동),-,16.0
경기도 평택시 송탄2로 74 (지산동),-,24.0
경기도 평택시 송탄2로25번길 33 (서정동),-,29.0
경기도 평택시 송탄2로25번길 40 (서정동),-,24.0
경기도 평택시 송탄2로49번길 14 (서정동),-,15.0
경기도 평택시 송탄2로65번길 12-4 (지산동),-,10.0
경기도 평택시 송탄2로71번길 22,-,24.0
경기도 평택시 송탄2로71번길 3 (지산동),-,27.0
경기도 평택시 송탄2로71번길 36 (지산동),-,25.0
경기도 평택시 송탄로371번길 9 (지산동),-,29.0
경기도 평택시 안중읍 안중로131번길 4,40,
경기도 평택시 안중읍 안현로서9길 20-6,57,
경기도 평택시 지산로12번길 34 (지산동),리버뷰,24.0
경기도 평택시 지산로5번길 48 (지산동),-,28.0
경기도 평택시 지산로6번길 7 (지산동),K하우스,25.0
경기도 평택시 청북읍 현곡2길 7,28,
경기도 평택시 탄현로 270-1 (지산동),한울하임1,28.0
경기도 평택시 탄현로 303-1 (신장동),아이손송탄삼성,24.0
경기도 평택시 탄현로268번길 26 (지산동),-,26.0
경기도 평택시 탄현로268번길 36 (지산동),-,25.0
"경기도 평택시 포승읍 직산동길 21-9, 2층,3층",석양의추억,10.0
"경기도 포천시 내촌면 금강로2110번길 88-49, 주건축물제1동",티볼리빌,2.0
"경기도 포천시 내촌면 금강로2110번길 88-51, 주건축물제1동",티볼리빌,1.0
"경기도 포천시 내촌면 금강로2110번길 88-52, 주건축물제1동",티볼리빌,1.0
경기도 포천시 소흘읍 죽엽산로 426-15,호수궁전,
경기도 포천시 신북면 간자동길 138-100,유식물원,9.0
"경기도 포천시 영북면 산정호수로 446, 우둠지관광농원 14,15,16,17,20동",아띠랑스 키즈 풀빌라,5.0
"경기도 포천시 영북면 산정호수로 450-13, 가동(1-2층),마동(1-2층),바동(1층),아동(1층),자동(1-2층),카동(1-2층)",세인트 인 우둠지 펜션,9.0
"경기도 포천시 영북면 산정호수로 704, 가동, 나동",산정리조트 산내들 펜션,13.0
경기도 포천시 영북면 새낭로 919-2,에이요,16.0
"경기도 포천시 영북면 우물목길 160-15, 1동 1,2층",숲;79펜션,2.0
"경기도 포천시 영북면 우물목길 160-17, 1동",숲;79,2.0
"경기도 포천시 영북면 우물목길 160-19, 1동",숲;79펜션,1.0
"경기도 포천시 영북면 우물목길 160-21, 1동",숲;79,2.0
"경기도 포천시 영북면 우물목길 160-23, 1동 1,2층",숲;79펜션,1.0
"경기도 포천시 영북면 우물목길 160-27, 1동",숲;79펜션,2.0
"경기도 포천시 영북면 우물목길 160-29, 1동 1,2층",숲;79펜션,1.0
경기도 포천시 이동면 포화로 320-1,포천백운힐링밸리펜션,5.0
"경기도 포천시 이동면 포화로 346-10, A~F, H동",키즈포레,22.0
경기도 포천시 일동면 사기막길 67-4,쓰담쓰담,6.0
"경기도 포천시 일동면 화동로 1185-1, 3~4층",(주)오늘리조트,24.0
"경기도 포천시 화현면 봉화로 364-10, 1층, 2층",조이풀리조트,1.0
"경기도 포천시 화현면 봉화로 364-4, 1층, 2층",조이풀리조트,1.0
"경기도 포천시 화현면 봉화로 364-6, 1층, 2층",조이풀리조트,1.0
"경기도 포천시 화현면 봉화로 364-8, 1층, 2층",조이풀리조트,1.0
"경기도 하남시 대청로 32, 4,5층 (신장동)",서원고시텔,
"경기도 하남시 대청로 34 (신장동, 5층,6층)",하남고시텔,
"경기도 하남시 대청로 34, 4층 (신장동)",미니하우스,
"경기도 하남시 덕풍동로 111-10, 트윈렉스1 3층 309,310,311호 (덕풍동)",하트에이레지던스,
"경기도 하남시 덕풍동로 111-50, 309,310,311호 (덕풍동, 트윈렉스Ⅱ)",하트비레지던스,
"경기도 하남시 신장1로 1, 4층 (신장동)",다산고시텔,
"경기도 하남시 신장1로 1, 7층 (신장동)",싱글하우스,
경기도 화성시 동탄구 석우동 33-1,동탄우미쁘띠린 오피스텔(업소명: 씨플러스레지던스),18.0
경기도 화성시 병점동 381-38,병점빌,28.0
경기도 화성시 병점동 381-40,병점빌D동,28.0
경기도 화성시 서신면 송교리 476-7,제부도 케렌시아,28.0
경기도 화성시 서신면 제부리 10-20,다소니펜션,6.0
경기도 화성시 서신면 제부리 10-25,솔잎펜션,8.0
경기도 화성시 서신면 제부리 102,애플펜션,7.0
경기도 화성시 서신면 제부리 103-1,미고펜션,1.0
경기도 화성시 서신면 제부리 120,인디고펜션,9.0
경기도 화성시 서신면 제부리 186-1,펜션캐빈,4.0
경기도 화성시 서신면 제부리 187,리베펜션,7.0
경기도 화성시 서신면 제부리 190-101,블루하우스,8.0
경기도 화성시 서신면 제부리 190-102,아띠펜션,7.0
경기도 화성시 서신면 제부리 190-106,피넛스테이,18.0
경기도 화성시 서신면 제부리 190-130,The머물다펜션,7.0
경기도 화성시 서신면 제부리 190-14,일마레,2.0
경기도 화성시 서신면 제부리 190-146,아이리스,14.0
경기도 화성시 서신면 제부리 190-150,제이하우스,7.0
경기도 화성시 서신면 제부리 190-28,여행스케치,7.0
"경기도 화성시 서신면 제부리 190-29 여행스케치B 1층, 2층, 3층 전체",여행스케치B,7.0
경기도 화성시 서신면 제부리 190-52 2층 전부호,통보펜션,12.0
경기도 화성시 서신면 제부리 190-57,그린펜션,3.0
경기도 화성시 서신면 제부리 190-59,작은섬,2.0
경기도 화성시 서신면 제부리 190-60,작은섬,4.0
경기도 화성시 서신면 제부리 190-95,나그랑펜션,5.0
경기도 화성시 서신면 제부리 191-1,우리펜션,13.0
경기도 화성시 서신면 제부리 198-5,올레,6.0
"경기도 화성시 서신면 제부리 20-38 2층, 3층",대성콘도,10.0
경기도 화성시 서신면 제부리 20-9,하와이콘도,12.0
경기도 화성시 서신면 제부리 270-6 B동 1층,프리마베라펜션,3.0
"경기도 화성시 서신면 제부리 270-8 2층,3층",수에뇨펜션,10.0
"경기도 화성시 서신면 제부리 288-100 1층, 2층",테라스의아침펜션,3.0
경기도 화성시 서신면 제부리 288-101,나무향기 펜션,3.0
경기도 화성시 서신면 제부리 288-106,오브레(카사),8.0
경기도 화성시 서신면 제부리 288-118,아일랜드,9.0
"경기도 화성시 서신면 제부리 288-12 1동 1층,2층",나무향기펜션2,7.0
경기도 화성시 서신면 제부리 288-121,오브레(팔라디오),12.0
"경기도 화성시 서신면 제부리 288-58 1층, 2층",테라스의아침펜션,6.0
경기도 화성시 서신면 제부리 290-1,양지리조텔,17.0
경기도 화성시 서신면 제부리 290-41,양지팬션,15.0
"경기도 화성시 서신면 제부리 290-9 1층 일부, 2층, 3층",바닷길펜션,12.0
경기도 화성시 서신면 제부리 290-97,Brick Stay(브릭스테이),11.0
경기도 화성시 서신면 제부리 292-1,제부리펜션,9.0
경기도 화성시 서신면 제부리 293-3,제부JJ펜션,9.0
경기도 화성시 서신면 제부리 40-1,바다뜰이야기펜션,9.0
경기도 화성시 서신면 제부리 40-13,갯벌관광펜션,5.0
경기도 화성시 서신면 제부리 40-14,디앤와이펜션,9.0
"경기도 화성시 서신면 제부리 40-5 1층, 2층",초원펜션,11.0
"경기도 화성시 서신면 제부리 40-8 2, 3, 4층",더멍102,18.0
경기도 화성시 서신면 제부리 41-1,해송펜션,8.0
경기도 화성시 서신면 제부리 41-17,바다마을펜션,3.0
"경기도 화성시 서신면 제부리 42-15 1층,2층,3층",연리지펜션,9.0
경기도 화성시 서신면 제부리 77 외 1번지(76),동미산펜션,13.0
경기도 화성시 서신면 제부리 79-1,리멤버8,3.0
경기도 화성시 서신면 제부리 79-5,리멤버8,7.0
경기도 화성시 서신면 제부리 79-6,제부애니멀카페 앤 펜션,5.0
경기도 화성시 서신면 제부리 8-3,제부포레스트,13.0
경기도 화성시 서신면 제부리 80,다솜펜션,7.0
경기도 화성시 서신면 제부리 96,좋은이웃펜션,7.0
부산광역시 동구 초량동 1200-8,삼보빌딩,19.0
부산광역시 동구 초량동 503-5,조이팰리스,24.0
부산광역시 동구 초량동 604-1,jmc b동,19.0
부산광역시 부산진구 개금동 177-15,더숲10차,19.0
부산광역시 부산진구 개금동 177-26,로망스,6.0
부산광역시 부산진구 개금동 177-272,금강,26.0
부산광역시 부산진구 개금동 177-275,아이리스6차,22.0
부산광역시 부산진구 개금동 177-38,라온빌,21.0
부산광역시 부산진구 개금동 177-65,양지코쿤37차,20.0
부산광역시 부산진구 개금동 177-67,더숲9,19.0
부산광역시 부산진구 개금동 523-35,더숲13차,20.0
"부산광역시 사상구 광장로103번길 15-7, 1~5층 (괘법동)",석정,28.0
부산광역시 사하구 하단동 511-22번지,발렌타인 모텔,5.0
부산광역시 사하구 하단동 515-12번지,-,6.0
부산광역시 사하구 하단동 515-21번지,-,2.0
부산광역시 서구 암남동 166-3,여행공장,10.0
부산광역시 중구 영주동 625-1,스카이힐,19.0
"서울시 용산구 백범로90길 90, 상가동 2,3층 (문배동)",용산kcc웰츠타워,
서울특별시 강서구 마곡동로4길 23(마곡동),루체브릿지,
서울특별시 강서구 마곡중앙6로 76-3(마곡동),인터시티365,
서울특별시 관악구 남부순환로224길 31 (봉천동),조은집,15.0
서울특별시 관악구 신림로59길 22-5  4~7층 각 층1 2호 (신림동),하나스테이,8.0
"서울특별시 도봉구 도봉로117길 8-6, 지하1층~지상10층 (쌍문동)",그린홈,24.0
서울특별시 마포구 서강로 132  BS타워 13층 (노고산동),로프트13,7.0
서울특별시 마포구 서강로20길 11  2층 (노고산동),골든(Golden) 신촌홍대점,10.0
서울특별시 마포구 신촌로12나길 32  2층 (노고산동),코코스테이,7.0
서울특별시 마포구 신촌로4길 10  2층 (동교동),비아르떼,2.0
서울특별시 마포구 신촌로4길 5-5  1층 (동교동),비아르떼 서울,2.0
서울특별시 마포구 양화로 118  5층 (서교동),슬로우온 호스텔,15.0
서울특별시 마포구 양화로 124  3층 (서교동),더 센트럴 홍대,9.0
서울특별시 마포구 양화로 177-1 (동교동),나비 호스텔,26.0
서울특별시 마포구 월드컵북로2길 19  2-5층 (동교동),스테이 더 이룸(Stay the eeroom),7.0
"서울특별시 성동구 동일로 75-33, 2층 (성수동2가)",코다 호스텔,2.0
"서울특별시 성동구 동일로 75-33, 3층 (성수동2가)",코다 호스텔#2,2.0
"서울특별시 성동구 상원10길 25, J빌딩 4층 (성수동1가)",다솜 성수,1.0
"서울특별시 성동구 성수일로12가길 30-14, 1~3층 (성수동2가)",스테이벗 성수,5.0
"서울특별시 성동구 아차산로7길 45, 2~4층 (성수동2가)",온재스테이 서울 성수,21.0
"서울특별시 성동구 왕십리로24길 8, 5층 (도선동)",서온재 Seo on jae,2.0
서울특별시 중구 신당동 773,맥스타일,10.0
서울특별시 중구 쌍림동 25-16,위코스테이 동대문,15.0
서울특별시 중구 을지로2가 199-40,명동아르누보센텀,4.0
서울특별시 중구 을지로7가 81-2,세승빌딩,28.0
서울특별시 중구 충무로5가 22-21,구도레지던스,18.0
서울특별시 중구 황학동 1571,제이앤비 THE BEST 2,18.0
서울특별시 중구 황학동 2143,-,13.0
서울특별시 중랑구 겸재로 115(면목동),팰리스,
제주특별자치도 서귀포시 대정읍 보성리 2476-4,클라시움,24.0
제주특별자치도 서귀포시 서귀동 255-19,TAKE33,12.0
제주특별자치도 서귀포시 서귀동 511-1,라산빌딩,14.0
제주특별자치도 서귀포시 서귀동 668-2,환하당,2.0
제주특별자치도 서귀포시 서귀동 700-32,한일바우,7.0
제주특별자치도 서귀포시 서귀동 782-7,남양게스트하우스,5.0
제주특별자치도 서귀포시 안덕면 화순리 1091-4,YH타워,10.0
제주특별자치도 서귀포시 표선면 성읍리 3229-8,느릇,11.0
제주특별자치도 서귀포시 호근동 2162,오레브 리조트 앤 스파(A블록),26.0
